codigo de barras;categoria;subcategoria;nombre producto;sabor o descripcion;peso tamanio;fabrica;unidad;displey;caja;venta
7,80E+12;CHICLES;CHICLE MASTICABLE;CREMOSITO;FRAMBUESA MANZANA FRUTILLA CON CHANTILLY;300 g;SODOMIN;1;100;50;u
7,70E+12;CHICLES;CHICLE ACIDO;REVOLCON HIPER ACIDO;CHICLE RELLENO DE ACIDO;250 g;MADISA;1;50;12;u
7,77E+12;CHICLES;CHICLE;BOLOOPSS;GOMOA DE MASCAR DE DIFERENTES SABORES;408 g;LIDER;1;120;;u
7,79E+12;DULCES;DULCE ACIDO;FIZZ EXTREME;CARAMELO CON EFERVECENTE ACIDO;883 g;SODOMIN;1;48;;u
7,80E+12;DULCES;DULCE GOMITA;FRUGELE GOMITAS;GOMITAS DE GELATINA DE SABORES;430 g;SODOMIN;1;100;;u
7,90E+12;DULCES;DULCE PASTILLA;PASTILLE;PASTILLAS COLORADAS AROMATIZADAS;385 g;SODOMIN;1;100;;u
7,77E+12;DULCES;DULCE MASTICABLE;BANDA COLOR;CARAMELO  MASTICABLE DE FRUTAS;370 g;LA ESTRELLA;1;20;;u
7,90E+12;DULCES;DULCE MASTICABLE;EMBARE DE CHOCOLATE;CARAMELO DE LEITE CHOCOLATE;660 g;SODOMIN;1;100;;u
7,77E+12;DULCES;DULCE MASTICABLE;CREMALIN TOFFEE DE LECHE;CARANELO DE LECHE CHOCOLTE;900 g;SODOMIN;1;130;;u
7,89E+12;DULCES;DULCE;AWEET KISS;SABORES SURTIDOS;600 g;SODOMIN;1;100;50;u
7,77E+12;DULCES;DULCE;CARAMELO SURTIDO;SABORES SURTIDOS;900 g;LA ESTRELLA;1;150;;u
7,79E+12;DULCES;DULCE;BUTTERN CREAM ;LECHE MILK;810 g;ARCOR;1;180;;u
7,80E+12;DULCES;DULCE;TOFFE MINT;MENTA;405 g;SODOMIN;1;100;;u
7,79E+12;DULCES;DULCE;MENTA CHOCOLATE;MENTA CON CHOCOLATE;715 g;SODOMIN;1;135;;u
7,77E+12;DULCES;DULCE;EUCALIPTO;CARAMELO DURO SABOR EUCALIPTO;950 g;LA ESTRELLA;1;215;;u
7,76E+12;DULCES;DULCE;ALKA CHERRY;CHERRY;500 g;ARCOR;1;250;;u
7,76E+12;DULCES;DULCE;ALKA MENTOL;MENTA;500 g;ARCOR;1;250;;u
7,77E+12;DULCES;DULCE;MIEL LIMON;MIEL Y LIMON;475 g;LA ESTRELLA;1;200;;u
7,70E+12;DULCES;CHUPETE;BON BON BUM;SURTIDO;336 g;SODOMIN;1;24;15;u
7,70E+12;DULCES;CHUPETE;YOGUETA;SURTIDO;360 g;SODOMIN;1;24;12;u
7,77E+12;DULCES;CHUPETE;CHUPA COLA;COLA;570 g;LA ESTRELLA;1;50;;u
7,77E+12;DULCES;CHUPETE;DULCI VACA;CARAMELO DURO SABOR A LECHE;405 g;LA ESTRELLA;1;50;;u
;DULCES;CHUPETE;CHUPETE ARTESANAL;CARAMELOS ARTESANALES DE COLA FANTA Y SPRITE;0;SODOMIN;1;24;50;u
7,80E+12;GOMITAS;GOMITA FRUTA;AMBERRIES;GOMITA DE GELATINA DE FRESO Y MORA;500 g;SODOMIN;1;20;6;u
7,80E+12;GOMITAS;GOMITA FRUTA;SANDIA;GOMITA DE GELATINA SABOR SANDIA;500 g;SODOMIN;1;20;6;u
7,80E+12;GOMITAS;GOMITA;FLIPY;GOMITAS DE GELATINA SABOR FRUTAL;500 g;SODOMIN;1;20;6;u
7,80E+12;GOMITAS;GOMITA;AMBROSITO;GOMITAS DE GELATINA SABOR FRUTALES;500 g;SODOMIN;1;20;6;u
7,80E+12;GOMITAS;GOMITA ACIDA;MOGUL XTREME;GOMITA DE SABORES ACIDOS;300 g;SODOMIN;1;12;;u
7,79E+12;GOMITAS;GOMITA;MOGUL OSITO;GOMITA DE SABORES;300 g;SODOMIN;1;12;;u
7,70E+12;GOMITAS;GOMITA ;TRULULU FEROZ;GOMITAS SABOR FRUTAL;450 g;MADISA;1;25;;u
7,70E+12;GOMITAS;GOMITA;TRULULU SPLASH;GOMITA FRUTAL CON LIQUIDO; ;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU BANANOS;GOMITAS SABOR FRUTAL;70 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU FEROZ MINI;GOMITAS SABOR FRUTAL;70 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU MASMELOS;MASMELOS CON RELLENO SABOR CEREZA;50 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU MONSTRY;GOMITAS SABOR FRUTAS;75 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU CASQUITOS;GOMITAS SABOR FRUTAL;70 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU PLAY;GOMITAS DE GELATINA FRUTAL;55 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU FRUWI;GOMITAS JUGOSAMENTE FRUTAL;50 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITAS;TRULULU AROS;GOMITAS SABOR FRUTAL;80 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU GUSANOS;GOMITAS SABOR ACIDO;70 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU DINOS;GOMITAS SABOR FRUTAL;80 g;MADISA;1;;24;u
7,70E+12;GOMITAS;GOMITA;TRULULU MINI AROS;GOMITAS SABOR FRUTAL;40 g;MADISA;1;;24;u
7,77E+12;BEBIDAS;GASEOSA;COCA COLA NO RET 3L ;COCA COLA NO RETORNABLE DE 3 LITRO;3000 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;GASEOSA;COCA COLA NO RET 2.5L;COCA COLA NO RETORNABLE DE 2.5 LITRO;2500 ml;COCA COLA;1;;6;u
77716088;BEBIDAS;GASEOSA;COCA COLA NO RET 2L;COCA COLA NO RETORNABLE DE 2 LITRO;2000 ml;COCA COLA;1;;6;u
77716064;BEBIDAS;GASEOSA;COCA COLA NO RET 500 ML;COCA COLA NO RETORNABLE DE 500 MILI LITRO;500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;COCA COLA NO RET 300 ML;COCA COLA NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;GASEOSA;COCO COLA RET PET 2.5L;COCA COLA RETORNABLE PET DE 2.5 LITROS ;2500 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;GASEOSA;COCO COLA RET PET 2L;COCA COLA RETORNABLE PET DE 2 LITROS ;2000 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;GASEOSA;COCO COLA RET VID 1.5L;COCA COLA RETORNABLE VIDRIO DE 1.5 LITROS ;1500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;COCO COLA RET VID 190 ML PERSONAL;COCA COLA RETORNABLE VIDRIO DE 190 ML PERSONAL;190 ml;COCA COLA;1;;24;u
;BEBIDAS;GASEOSA;FANTA NARANJA NARANJA NO RET 3L ;FANTA NARANJA NO RETORNABLE DE 3 LITRO;3000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA NARANJA NO RET 2.5L;FANTA NARANJA NO RETORNABLE DE 2.5 LITRO;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA NARANJA NO RET 2L;FANTA NARANJA NO RETORNABLE DE 2 LITRO;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA NARANJA NO RET 500 ML;FANTA NARANJA NO RETORNABLE DE 500 MILI LITRO;500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA NARANJA NO RET 300 ML;FANTA NARANJA NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA NARANJA RET PET 2.5L;FANTA NARANJA RETORNABLE PET DE 2.5 LITROS ;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA NARANJA RET PET 2L;FANTA NARANJA RETORNABLE PET DE 2 LITROS ;2000 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;GASEOSA;FANTA NARANJA RET VID 1.5L;FANTA NARANJA RETORNABLE VIDRIO DE 1.5 LITROS ;1500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA NARANJA RET VID 190 ML PERSONAL;FANTA NARANJA RETORNABLE VIDRIO DE 190 ML PERSONAL;190 ml;COCA COLA;1;;24;u
;BEBIDAS;GASEOSA;FANTA MANDARINA NARANJA NO RET 3L ;FANTA MANDARINA NO RETORNABLE DE 3 LITRO;3000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA NO RET 2.5L;FANTA MANDARINA NO RETORNABLE DE 2.5 LITRO;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA NO RET 2L;FANTA MANDARINA NO RETORNABLE DE 2 LITRO;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA NO RET 500 ML;FANTA MANDARINA NO RETORNABLE DE 500 MILI LITRO;500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA NO RET 300 ML;FANTA MANDARINA NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA RET PET 2.5L;FANTA MANDARINA RETORNABLE PET DE 2.5 LITROS ;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA RET PET 2L;FANTA MANDARINA RETORNABLE PET DE 2 LITROS ;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA RET VID 1.5L;FANTA MANDARINA RETORNABLE VIDRIO DE 1.5 LITROS ;1500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA MANDARINA RET VID 190 ML PERSONAL;FANTA MANDARINA RETORNABLE VIDRIO DE 190 ML PERSONAL;190 ml;COCA COLA;1;;24;u
;BEBIDAS;GASEOSA;FANTA GUARANA NARANJA NO RET 3L ;FANTA GUARANA NO RETORNABLE DE 3 LITRO;3000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA NO RET 2.5L;FANTA GUARANA NO RETORNABLE DE 2.5 LITRO;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA NO RET 2L;FANTA GUARANA NO RETORNABLE DE 2 LITRO;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA NO RET 500 ML;FANTA GUARANA NO RETORNABLE DE 500 MILI LITRO;500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA NO RET 300 ML;FANTA GUARANA NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA RET PET 2.5L;FANTA GUARANA RETORNABLE PET DE 2.5 LITROS ;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA RET PET 2L;FANTA GUARANA RETORNABLE PET DE 2 LITROS ;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA RET VID 1.5L;FANTA GUARANA RETORNABLE VIDRIO DE 1.5 LITROS ;1500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;FANTA GUARANA RET VID 190 ML PERSONAL;FANTA GUARANA RETORNABLE VIDRIO DE 190 ML PERSONAL;190 ml;COCA COLA;1;;24;u
;BEBIDAS;GASEOSA;SPRITE NO RET 3L ;SPRITE NO RETORNABLE DE 3 LITRO;3000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SPRITE NO RET 2.5L;SPRITE NO RETORNABLE DE 2.5 LITRO;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SPRITE NO RET 2L;SPRITE NO RETORNABLE DE 2 LITRO;2000 ml;COCA COLA;1;;6;u
777166071;BEBIDAS;GASEOSA;SPRITE NO RET 500 ML;SPRITE NO RETORNABLE DE 500 MILI LITRO;500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SPRITE NO RET 300 ML;SPRITE NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SPRITE RET PET 2.5L;SPRITE RETORNABLE PET DE 2.5 LITROS ;2500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SPRITE RET PET 2L;SPRITE RETORNABLE PET DE 2 LITROS ;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SPRITE RET VID 1.5L;SPRITE RETORNABLE VIDRIO DE 1.5 LITROS ;1500 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SPRITE RET VID 190 ML PERSONAL;SPRITE RETORNABLE VIDRIO DE 190 ML PERSONAL;190 ml;COCA COLA;1;;124;u
;BEBIDAS;JUGO;AQUARIUS PERA NO RET 3L;AQUARIUS  SABOR PERA NO RETORNABLE DE 3 LITROS;3000 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;JUGO;AQUARIUS PERA NO RET 2L;AQUARIUS SABOR PERA NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;JUGO;AQUARIUS PERA NO RET 500 ML;AQUARIUS SABOR PERA NO RETORNABLE DE 500 MILI LITROS;500 ml;COCA COLA;1;;6;u
;BEBIDAS;JUGO;AQUARIUS PERA NO RET 300 ML;AQUARIUS SABOR PERA NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;JUGO;AQUARIUS MANZANA NO RET 3L;AQUARIUS  SABOR MANZANA NO RETORNABLE DE 3 LITROS;3000 ml;COCA COLA;1;;6;u
;BEBIDAS;JUGO;AQUARIUS MANZANA NO RET 2L;AQUARIUS SABOR MANZANA NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;JUGO;AQUARIUS MANZANA NO RET 500 ML;AQUARIUS SABOR MANZANA NO RETORNABLE DE 500 MILI LITROS;500 ml;COCA COLA;1;;6;u
;BEBIDAS;JUGO;AQUARIUS MANZANA NO RET 300 ML;AQUARIUS SABOR MANZANA NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;GASEOSA;SIMBA POMELO NO RET 2L;SIMBA SABOR POMELO NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SIMBA DURASNO NO RET 2L;SIMBA SABOR POMELO NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SIMBA MANZANA NO RET 2L;SIMBA SABOR POMELO NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;GASEOSA;SIMBA PIÑA NO RET 2L;SIMBA SABOR POMELO NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;JUGO;DEL VALLE MANZANA NO RET 2L;DEL VALLE SABOR MANZANA NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;AGUA;VITAL NO RET 3L;AGUA VITAL NO RETORNABLE DE 3 LITROS;3000 ml;COCA COLA;1;;6;u
;BEBIDAS;AGUA;VITAL NO RET 2L;AGUA VITAL NO RETORNABLE DE 2 LITROS;2000 ml;COCA COLA;1;;6;u
;BEBIDAS;AGUA;VITAL NO RET 500 ML;AGUA VITAL NO RETORNABLE DE 500 MILI LITROS;500 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;AGUA;VITAL NO RET 300 ML;AGUA VITAL NO RETORNABLE DE 300 MILI LITROS;300 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;JUGO;ADES MANZANA CARTON 1L;JUGO DE SOYA SABOR MANZANA CARTON DE 1 LITRO;1000 ml;COCA COLA;1;;6;u
;BEBIDAS;JUGO;ADES DURAZNO CARTON 1L;JUGO DE SOYA SABOR DURAZNO CARTON DE 1 LITRO;1000 ml;COCA COLA;1;;6;u
7,77E+12;BEBIDAS;JUGO;ADES MANZANA CARTON 200 ML ESCOLAR;JUGO DE SOYA SABOR MANZANA CARTON DE 200 MILI LITROS;200 ml;COCA COLA;1;6;4;u
;BEBIDAS;JUGO;ADES DURAZNO CARTON 200 ML ESCOLAR;JUGO DE SOYA SABOR DURAZNO CARTON DE 200 NILI LITROS;200 ml;COCA COLA;1;6;4;u
7,77E+12;BEBIDAS;JUGO;DEL VALLE DURAZNO CARTON 200 ML ESCOLAR;JUGO DEL VALLE SABOR DURAZNO CARTON DE 200 MILI LITROS ESCOLAR;200 ml;COCA COLA;1;6;4;u
7,77E+12;BEBIDAS;JUGO;DEL VALLE MANZANA CARTON 200 ML ESCOLAR;JUGO DEL VALLE SABOR MANZANA CARTON DE 200 MILI LITROS ESCOLAR;200 ml;COCA COLA;1;6;4;u
;BEBIDAS;GASEOSA;COKA QUINA NO RET 3L;COKA QUINA NO RETORNABLE DE 3 LITROS;3000 ml;CASCADA;1;;6;u
;BEBIDAS;GASEOSA;COKA QUINA NO RET 2L;COKA QUINA NO RETORNABLE DE 2 LITROS;2000 ml;CASCADA;1;;6;u
;BEBIDAS;GASEOSA;COKA QUINA NO RET 1L;COKA QUINA NO RETORNABLE DE 1 LITROS;1000 ml;CASCADA;1;;6;u
;BEBIDAS;GASEOSA;COKA QUINA NO RET 500 ML;COKA QUINA NO RETORNABLE DE 500 MILI LITROS;500 ml;CASCADA;1;;6;u
;BEBIDAS;GASEOSA;COKA QUINA NO RET 300 ML;COKA QUINA NO RETORNABLE DE 300 MILI LITROS;300 ml;CASCADA;1;;6;u
7,77E+12;BEBIDAS;GASEOSA;SALVIETTI NO RET 3L;SALVIETTI NO RETORNABLE DE 3 LITROS;3000 ml;SALVIETTI;1;;6;u
;BEBIDAS;GASEOSA;SALVIETTI NO RET 2L;SALVIETTI NO RETORNABLE DE 2 LITROS;2000 ml;SALVIETTI;1;;6;u
;BEBIDAS;GASEOSA;SALVIETTI NO RET 1L;SALVIETTI NO RETORNABLE DE 1 LITROS;1000 ml;SALVIETTI;1;;6;u
;BEBIDAS;GASEOSA;SALVIETTI NO RET 500 ML;SALVIETTI NO RETORNABLE DE 500 MILI LITROS;500 ml;SALVIETTI;1;;6;u
;BEBIDAS;GASEOSA;SALVIETTI NO RET 300 ML;SALVIETTI NO RETORNABLE DE 300 MILI LITROS;300 ml;SALVIETTI;1;;6;u
7,77E+12;BEBIDAS;JUGO ;TAMPICO MANGO NO RET 3L;TAMPICO SABOR MANGO NO RETORNABLE DE 2 LITROS;3000 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO NARANJA NO RET 3L;TAMPICO SABOR NARANAJA NO RETORNABLE DE 2 LITROS;3000 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO PLATANO PIÑA NO RET 3L;TAMPICO SABOR PLATANO CON PIÑA NO RETORNABLE DE 2 LITROS;3000 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO MANGO NO RET 2.5L;TAMPICO SABOR MANGO NO RETORNABLE DE 2 LITROS;2500 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO NARANJA NO RET 2.5L;TAMPICO SABOR NARANAJA NO RETORNABLE DE 2 LITROS;2500 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO PLATANO PIÑA NO RET 2.5L;TAMPICO SABOR PLATANO CON PIÑA NO RETORNABLE DE 2 LITROS;2500 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO MANGO NO RET 2L;TAMPICO SABOR MANGO NO RETORNABLE DE 2 LITROS;2000 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO NARANJA NO RET 2L;TAMPICO SABOR NARANAJA NO RETORNABLE DE 2 LITROS;2000 ml;DELIZIA;1;;6;u
;BEBIDAS;JUGO ;TAMPICO PLATANO PIÑA NO RET 2L;TAMPICO SABOR PLATANO CON PIÑA NO RETORNABLE DE 2 LITROS;2000 ml;DELIZIA;1;;6;u
7,77E+12;BEBIDAS;AGUA;AGUA SPORT NO RET 1.5L;AGUA SPORT SABOR LIMON NO RETORNABLE DE 1.5 LITROS;1500 ml;CASCADA;1;;6;u
7,77E+12;INFUCIONES;TE;TE CEYLAN;TE NEGRO Y CLAVO DE OLOR;125 g;HANSA;1;100;;u
7,77E+12;INFUCIONES;TE;TE CEYLAN;TE NEGRO CON SABOR A CANELA;125 g;HANSA;1;100;;u
7,77E+12;INFUCIONES;TE;TE PARIS GRANDE;TE DE CANELA Y CLAVO DE OLOR;125 g;LIDER;1;100;10;u
7,77E+12;INFUCIONES;TE;TE PARIS CANELA;TE DE CANELA;25 g;LIDER;1;20;50;u
7,77E+12;INFUCIONES;TE;TE PARIS LIMON;TE DE LIMON;25 g;LIDER;1;20;50;u
7,77E+12;INFUCIONES;TE;WINDSOR CANELA;TE CON CANELA;221 g;ALICORP;1;130;20;u
7,77E+12;INFUCIONES;MATE;WINDSOR MIX MATE;MATE DE COCA MANZANILLA TRIMATE ANIS;115 g;ALICORP;1;100;20;u
7,77E+12;INFUCIONES;MATE;WINDSOR MANZANILLA;MATE DE MANZANILLA;90 g;ALICORP;1;100;20;u
7,77E+12;INFUCIONES;MATE;WINDSOR ANIS;MATE DE ANIS;140 g;ALICORP;1;100;20;u
7,77E+12;INFUCIONES;MATE;WINDSOR TRIMATE;MATE DE TRIMATE;140 g;ALICORP;1;100;20;u
7,77E+12;SALSAS;MAYONESA;MAYONESA KRIS SACHET PEQUEÑO;MAYONESA CLASICA;47 g;VENADO;1;25;;u
7,77E+12;SALSAS;MOSTAZA;MOSTAZA KRIS SACHET PEQUEÑO;MOSTAZA ORIGINAL;47 g;VENADO;1;25;;u
7,77E+12;SALSAS;KETCHUP;KETCHUP KRIS SACHET PEQUEÑO;KETCHUP ORIGINAL;47 g;VENADO;1;25;;u
7,77E+12;SALSAS;MAYONESA;MAYONESA PICANTE KRIS;MAYONESA PICANTE;47 g;VENADO;1;25;;u
7,77E+12;SALSAS;MAYONESA;MAYONESA KRIS SACHET MEDIANO;MAYONESA CLASICA;225 g;VENADO;1;;24;u
7,77E+12;SALSAS;MOSTAZA;MOSTAZA KRIS  SACHET MEDIANO;MOSTAZA ORIGINAL;200 g;VENADO;1;;24;u
7,77E+12;SALSAS;KETCHUP;KETCHUP KRIS SACHET MEDIANO;KETCHUP ORIGINAL;200 g;VENADO;1;;24;u
7,77E+12;SALSAS;SALSA;SALSA SOYA CHAWEI PEQUEÑA;SALSA DE SOYA ;250 ml;;1;;;u
7,77E+12;SALSAS;SALSA;SALSA SOYA CHAWEI MEDIANA;SALSA DE SOYA ;500 g;;1;;24;u
7,80E+12;ASEO PERSONAL;SHAMPOO;BALLERINA PALTA;CABELLO SECO Y DAÑADO;750 ml;PROESA;1;;12;u
7,80E+12;ASEO PERSONAL;SHAMPOO;BALLERINA GRANADA;CABELLO MALTRATADO Y TEÑIDO;750 ml;PROESA;1;;12;u
;ASEO PERSONAL;SHAMPOO;BALLERINA MANZANILLA;;750 ml;PROESA;1;;12;u
;ASEO PERSONAL;SHAMPOO;BALLERINA BEBE;;750 ml;PROESA;1;;12;u
;ASEO PERSONAL;SHAMPOO;BALLERINA ALOE VERA;;750 ml;PROESA;1;;12;u
7,80E+12;ASEO PERSONAL;ACONDICIONADOR;BALLERINA MANZANILLA;CABELLO CLARO;750 ml;PROESA;1;;12;u
7,80E+12;ASEO PERSONAL;ACONDICIONADOR;BALLERINA PALTA;CABELLO SECO Y DAÑADO;750 ml;PROESA;1;;12;u
7,78E+12;ASEO PERSONAL;SHAMPOO;SEDAL AZUL BOLSA TAPA;ZERO CASPA;850 ml;UNILEVER;1;;12;u
7,51E+12;ASEO PERSONAL;SHAMPOO;SEDAL BOTELLA;CONTROL CASPA ALOE VERA;650 ml;UNILEVER;1;;12;u
7,77E+12;ASEO PERSONAL;SHAMPOO;CARISSA ALOE VERA;CABELLOS FINOS Y DEBILES;800 ml;LURI;1;;12;u
7,77E+12;ASEO PERSONAL;SHAMPOO;CARISSA ANTICAIDA;REDUCE EL QUIEBRE CAPILAR;800 ml;LURI;1;;12;u
7,77E+12;ASEO PERSONAL;ACONDICIONADOR;CARISSA ANTICAIDA;REDUCE EL QUIEBRE CAPILAR;800 ml;LURI;1;;12;u
7,78E+12;ASEO PERSONAL;JABON LIQUIDO;LIZ ANTIBACTERIAL SACHET;GLICERINA HUMECTANTE PARA MANOS Y CUERPO;900 ml;UNILEVER;1;;12;u
7,78E+12;ASEO PERSONAL;JABON LIQUIDO;LIZ ANTIBACTERIAL BOTE;GLICERINA HUMECTANTE PARA MANOS Y CUERPO;360 ml;UNILEVER;1;;24;u
7,78E+12;ASEO PERSONAL;JABON LIQUIDO;LIZ RELAJANTE BOTE;GLICERINA HUMECTANTE PARA MANOS Y CUERPO;360 ml;UNILEVER;1;;24;u
7,77E+12;ASEO PERSONAL;JABON LIQUIDO;SHABAY HUMECTANTE;PARA MANOS;1000 ml;VENADO;1;;12;u
7,77E+12;ASEO PERSONAL;JABON LIQUIDO;SHABAY PARA NIÑOS;PARA MANOS;1000 ml;VENADO;1;;12;u
7,77E+12;ASEO PERSONAL;JABON LIQUIDO;SHABAY ANTIBACTERIAL PQ;PARA MANOS;370 ml;VENADO;1;;24;u
7,77E+12;ASEO PERSONAL;JABON LIQUIDO;SHABAY NIÑOS PQ;PARA MANOS;370 ml;VENADO;1;;24;u
7,77E+12;ASEO PERSONAL;JABON LIQUIDO;SHABAY NUTRITIVO PQ;PARA MANOS;370 ml;VENADO;1;;24;u
7,77E+12;ASEO PERSONAL;JABON LIQUIDO;SHABAY HUMECTANTE PQ;PARA MANOS;370 ml;VENADO;1;;24;u
7,77E+12;LIMPIEZA COCINA;LAVAVAJILLAS;TODO BRILLO;LIMON;950 ml;LURI;1;;12;u
7,77E+12;LIMPIEZA COCINA;SACA GRASA;TODO BRILLO;ESPUMA ACTIVA;830 ml;LURI;1;;12;u
7,78E+12;LIMPIEZA COCINA;LAVAVAJILLAS;OLA;LIMON;1050 ml;UNILEVER;1;;12;u
7,78E+12;LIMPIEZA COCINA;LAVAVAJILLAS;OLA PQ;LIMON;600 ml;UNILEVER;1;;12;u
7,77E+12;LIMPIEZA COCINA;LAVAVAJILLAS;BRISTAR;LIMON;1050 ml;VENADO;1;;6;u
7,77E+12;LIMPIEZA COCINA;LAVAVAJILLAS;BRIDTAR PQ;LIMOCITRON;600 ml;VENADO;1;;6;u
7,78E+12;LIMPIEZA COCINA;LIMPIA HORNOS;OLA MAXIMUS;LIMPIA HORNOS;830 ml;UNILEVER;1;;12;u
7,78E+12;LIMPIEZA COCINA;LIMPIA VIDRIOS;OLA MAXIMUS;LIMPIA VIDRIOS MULTIUSO;900 ml;UNILEVER;1;;12;u
7,78E+12;LIMPIEZA COCINA;LUSTRAMUEBLES;OLA BRILLANTE;PARA MUEBLES;830 ml;UNILEVER;1;;12;u
;LIMPIEZA COCINA;LAVAVAJILLAS;OLA SACHET;LIMON;1000 ml;UNILEVER;1;;12;u
7,78E+12;LIMPIEZA COCINA;LAVAVAJILLAS;OLA BIDON;LIMON ;5000 ml;UNILEVER;1;;;u
